id,sequence,task,choices,response,domain,response_type,conscientiousness,openness
5,62,Some;B;A/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.3333330000000005,6.6666669999999995
5,63,Some;A;B/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,6.6666669999999995
5,64,No;B;A/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.3333330000000005,6.6666669999999995
6,1,No;A;B/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;A;C,syllogistic,single-choice,5.0,5.3333330000000005
6,2,No;A;B/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,3,No;B;A/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,4,Some not;A;B/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,5,No;A;B/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,6,No;A;B/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;A;C,syllogistic,single-choice,5.0,5.3333330000000005
6,7,Some;B;A/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,8,Some not;A;B/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,9,Some not;B;A/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.0,5.3333330000000005
6,10,All;B;A/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.0,5.3333330000000005
6,11,All;A;B/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;A;C,syllogistic,single-choice,5.0,5.3333330000000005
6,12,All;B;A/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,All;C;A,syllogistic,single-choice,5.0,5.3333330000000005
6,13,All;A;B/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,14,Some;B;A/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,15,Some not;A;B/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,16,No;B;A/Some not;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,17,Some not;A;B/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.0,5.3333330000000005
6,18,No;B;A/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,19,Some;A;B/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,20,Some not;B;A/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,21,Some;A;B/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,22,All;B;A/Some not;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,23,All;A;B/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.0,5.3333330000000005
6,24,No;A;B/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,25,No;B;A/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,26,Some not;B;A/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,27,Some;B;A/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,28,Some;B;A/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,29,All;A;B/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,30,Some;B;A/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,All;A;C,syllogistic,single-choice,5.0,5.3333330000000005
6,31,No;A;B/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;A;C,syllogistic,single-choice,5.0,5.3333330000000005
6,32,Some;A;B/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.0,5.3333330000000005
6,33,All;A;B/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;A;C,syllogistic,single-choice,5.0,5.3333330000000005
6,34,Some not;B;A/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,35,No;B;A/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;A;C,syllogistic,single-choice,5.0,5.3333330000000005
6,36,Some not;B;A/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;C;A,syllogistic,single-choice,5.0,5.3333330000000005
6,37,All;A;B/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,All;A;C,syllogistic,single-choice,5.0,5.3333330000000005
6,38,All;B;A/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,39,No;B;A/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;A;C,syllogistic,single-choice,5.0,5.3333330000000005
6,40,Some not;B;A/Some not;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,41,No;B;A/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,42,No;B;A/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,43,Some;B;A/Some not;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,44,Some;B;A/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,45,Some not;B;A/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,46,All;B;A/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,47,No;A;B/Some not;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,48,Some not;A;B/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;C;A,syllogistic,single-choice,5.0,5.3333330000000005
6,49,Some;A;B/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.0,5.3333330000000005
6,50,All;B;A/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,51,All;A;B/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;C;A,syllogistic,single-choice,5.0,5.3333330000000005
6,52,No;A;B/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,53,Some;A;B/Some not;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,54,All;B;A/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,All;A;C,syllogistic,single-choice,5.0,5.3333330000000005
6,55,Some;A;B/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,56,Some not;B;A/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,57,All;A;B/Some not;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;C;A,syllogistic,single-choice,5.0,5.3333330000000005
6,58,Some not;A;B/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,59,Some not;A;B/Some not;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,60,All;B;A/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,All;A;C,syllogistic,single-choice,5.0,5.3333330000000005
6,61,Some;A;B/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,62,Some;B;A/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;C;A,syllogistic,single-choice,5.0,5.3333330000000005
6,63,Some not;A;B/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
6,64,Some;A;B/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
7,1,Some;B;A/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,2,Some not;B;A/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,3,No;B;A/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;C;A,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,4,All;B;A/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;C;A,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,5,No;A;B/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;A;C,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,6,All;A;B/Some not;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;C;A,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,7,All;A;B/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;C;A,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,8,Some not;B;A/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,9,Some not;A;B/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,10,Some;A;B/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;A;C,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,11,No;A;B/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,12,Some;A;B/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;A;C,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,13,Some not;B;A/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,14,Some not;B;A/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;A;C,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,15,All;A;B/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;A;C,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,16,All;B;A/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,17,No;B;A/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,18,All;A;B/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,19,Some not;B;A/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;C;A,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,20,Some;B;A/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,21,No;A;B/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,22,Some not;A;B/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,23,All;A;B/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,All;A;C,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,24,All;B;A/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;C;A,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,25,Some not;B;A/Some not;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,26,No;B;A/Some not;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;C;A,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,27,Some;B;A/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,28,Some not;A;B/Some not;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,29,Some not;A;B/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,30,Some;B;A/Some not;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,31,Some not;A;B/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,32,Some not;B;A/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,33,No;A;B/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;C;A,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,34,Some;A;B/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,35,All;B;A/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;A;C,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,36,No;A;B/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,37,No;B;A/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,38,Some not;B;A/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;C;A,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,39,All;B;A/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;C;A,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,40,No;A;B/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,41,No;B;A/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;C;A,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,42,Some;B;A/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,43,No;A;B/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;C;A,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,44,Some;A;B/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,45,Some;A;B/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,46,Some;A;B/Some not;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,47,Some not;A;B/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,48,All;B;A/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,49,All;B;A/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,All;C;A,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,50,No;B;A/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;C;A,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,51,All;A;B/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;C;A,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,52,All;A;B/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;C;A,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,53,Some;B;A/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,54,All;B;A/Some not;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;C;A,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,55,No;B;A/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;C;A,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,56,Some;A;B/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,57,Some not;A;B/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;A;C,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,58,Some not;A;B/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;A;C,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,59,No;B;A/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,60,No;A;B/Some not;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;C;A,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,61,Some;A;B/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,62,Some;B;A/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,63,Some;B;A/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
7,64,All;A;B/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;A;C,syllogistic,single-choice,5.3333330000000005,5.6666669999999995
8,1,Some;A;B/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,6.0,7.0
8,2,No;B;A/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,6.0,7.0
8,3,Some;B;A/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,6.0,7.0
8,4,Some;B;A/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,6.0,7.0
